x,y,labels
0.3985871398117211,0.2589507157134728,1
-0.8091478628991569,1.2694767897060562,0
-0.498385155841727,1.2925117754854745,0
-0.0221190904746871,0.6101837998865629,0
0.7436828823988191,0.4022371692209242,1
-0.3850775116908095,1.3222154305170917,0
-0.987945564963018,0.1966135020442947,1
-0.5315740666178468,0.9020823233565188,0
-0.5393999283433895,1.1745425383304708,0
-1.91453116781112,0.3887363329938068,0
0.7139995994438144,-0.0680143291375042,1
-1.1096294305750811,0.4722189564959712,1
-0.51206080813838,0.9798511938828494,0
-0.9215316947886404,1.2675741369038769,0
-2.0976176183419137,1.2710135867250911,0
0.71487646540689,0.4002215655509317,1
-0.600983715232663,0.1697612569179358,1
-0.7430467997269659,0.1644913355040094,1
-0.7625809450170853,0.3050288440356194,1
-1.9467337081775744,1.2629407974422613,0
-0.6141130577554885,-0.0764828690387413,1
-0.6695159770653927,-0.0186557387149139,1
-1.9322203464649093,0.3864005405408907,0
-0.7805840515335258,0.9210708567401902,1
0.150403818822304,-0.1917205547189335,1
-1.6231111621385466,1.165266631274979,0
-1.5543662317908704,1.1095364594401689,0
0.0906138924370227,0.8700224575631201,0
-1.896353523686423,1.272744114906389,0
-0.153586399850184,-0.3884018048963701,1
-0.5433515566104342,1.542322570944436,0
0.9437100122065412,0.5373109623477328,1
-0.0471289781065717,-0.1270258612182436,1
0.4752399485132779,0.5944458647186448,1
-0.8232566785387112,0.1963412187484255,1
0.9929488727385668,-0.0311746900541007,1
-0.3545665634163423,0.0181550602973772,1
0.2687272187881655,-0.3532052773848351,1
0.0927141045298611,0.3185679082206884,0
-1.5426942230906846,0.8184914183390382,0
0.5596025732034109,-0.4515754408692361,1
0.7997502901050231,0.4100527996026045,1
-2.243901103493455,0.7806498301472282,0
-0.0882713560819653,1.002872049789768,0
0.7544737215151873,0.4246900181700768,1
-1.3413538541401016,1.0439886428621583,0
-1.162422008722365,0.8769786856285,1
-0.8496289866030626,0.4963225564813436,1
-0.8696071893994377,1.0278855257357795,0
-0.5540354405939086,0.0594232286202205,1
-1.850733174227973,0.670295699628569,0
-0.9964192902783284,1.095202101702939,0
-0.9210381040468192,0.0145156722839761,1
-2.25177772480948,0.3009691472840911,0
-0.5880973190717811,-0.1937194742091053,1
0.919538545961951,-0.1301843406079348,1
0.9648385879886648,0.143958290946372,1
-0.7778321555185435,0.7016680581305414,1
-0.2285488199341545,-0.1990273749604169,1
-0.6677545440046082,-0.3027963258954009,1
-1.6797280292660002,0.6145334676430811,0
-0.6461151655312891,1.378823392818669,0
-0.2516504474443262,-0.2877525686107869,1
-0.2088964706819585,1.4521945624477437,0
0.5129252901605721,0.1451655352452524,1
